@RELATION FEATURE_COSTS

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE Pre NUMERIC
@ATTRIBUTE Basic NUMERIC
@ATTRIBUTE KLB NUMERIC
@ATTRIBUTE CG NUMERIC
@ATTRIBUTE sp NUMERIC
@ATTRIBUTE DIAMETER NUMERIC
@ATTRIBUTE cl NUMERIC
@ATTRIBUTE unit NUMERIC
@ATTRIBUTE lobjois NUMERIC
@ATTRIBUTE ls-saps NUMERIC
@ATTRIBUTE ls-gsat NUMERIC
@ATTRIBUTE lp NUMERIC

@DATA
571a2f223784fb92a53b4cc8cc8b569e,1,0.0,0.0,0.0,0.0,0.0,0.0,0.42,0.0,0.83,1.47,1.01,0.0
02066c116dbacc40ec5cca2067db26c0,1,0.04,0.0,0.01,0.35,0.05,0.56,4.05,0.0,3.0,4.59,2.0,0.78
bca01a49805df3399a0438191019e417,1,17.21,0.0,0.03,180.0,5.21,1.64,4.99,0.38,3.02,2.5,2.0,141.06
98c6da979a0a22d384d465a1da17111e,1,45.53,0.98,180.0,0.0,65.34,10.57,5.22,4.24,5.09,5.08,2.29,150.65
96ae6bde39369f75aa975b0f5b74c325,1,0.91,0.01,8.92,9.76,1.46,10.01,5.01,0.01,2.19,2.2,2.02,180.0
909f704d5f4127c1197a086705468624,1,1.03,0.0,0.01,0.25,0.04,1.04,1.81,0.11,2.38,3.26,2.0,32.07
4611cd26b441b8c5866e4a2c5a7952dc,1,1.26,0.0,0.0,0.52,0.04,0.26,5.0,0.04,2.72,4.22,2.0,148.55
5dc5185101e1d439d14f0a04acfa9bfb,1,0.01,0.0,0.01,0.38,0.04,0.85,5.03,0.01,2.85,4.71,2.0,32.66
37d40a1092b58ad28285b9453872d211,1,0.0,0.0,0.0,0.0,0.0,0.0,4.99,0.0,1.98,3.17,0.87,0.0
cd58fa8eba4046fd0a86642e1fe26cb9,1,0.44,0.0,0.01,0.07,0.04,0.51,5.0,0.0,2.63,4.7,2.0,4.51
d5efaaee0197822c2676e45bac5068b2,1,3.64,0.02,38.78,15.06,6.16,10.04,5.01,0.25,2.24,2.19,2.02,155.1
deef4e5f8bf88393cea9589dff97d70c,1,1.47,0.0,0.84,60.74,1.02,10.01,5.0,0.37,2.37,2.48,2.0,107.9
8fa526d20599ca8c3d613e9066d62e61,1,11.32,0.07,180.0,0.0,8.16,10.03,5.05,2.0,2.97,2.66,2.03,151.4
5f6861053fb4ed4fc0b997cd6b505ef4,1,1.89,0.05,15.56,7.47,2.49,10.03,5.0,0.17,2.15,2.21,9.71,150.01
71bca76153c6ee65b72a517fd658a42d,1,0.28,0.0,0.0,0.31,0.02,0.12,0.0,0.0,3.13,4.98,2.0,0.47
46e119b7ff8d0781354bfe68139c99b5,1,2.15,0.02,37.4,31.62,5.91,10.03,5.01,2.93,2.21,2.2,2.03,153.53
cd86fbfd8b7e0d66ec5fe8fe85c014d3,1,0.0,0.0,0.04,0.02,0.04,0.17,4.99,0.0,3.18,5.0,2.0,0.13
090eefb9bc472f6478e70baf2c6d2403,1,38.08,0.57,180.0,0.0,40.31,10.48,5.13,2.58,5.0,5.03,2.32,150.73
ae7e391be73431e5dddf2bbafe95758a,1,1.05,0.0,0.0,0.46,0.05,0.24,5.01,0.03,2.78,4.35,2.0,123.03
953e9ff735bdf5ada27b0ab2b908b6af,1,1.05,0.0,0.0,0.46,0.04,0.24,5.0,0.04,2.77,4.25,2.0,140.04
c1b5c3d1016de7baeb0ddb3a2ab2d891,1,28.08,0.0,0.03,108.71,2.89,2.01,5.01,0.31,2.7,2.82,2.0,140.73
70ce0cff914efdc48f2a8fe86b5c68c6,1,1.18,0.0,0.2,1.45,0.38,10.01,5.0,0.11,2.4,3.6,2.0,146.18
83cf6bfa7945b54e8c4ac659d1a4359e,1,3.26,0.03,37.86,15.61,5.9,10.03,5.04,0.24,2.22,2.22,2.0,154.45
82fe0a5b2467d6e5299c315da8b16ec5,1,0.83,0.02,1.81,15.34,1.25,10.01,1.26,0.15,2.48,2.29,2.0,105.27
431bfb466be51ecd86b321b5cbce6d3c,1,0.21,0.0,0.08,1.92,0.22,10.01,0.34,0.0,2.67,3.81,2.0,77.13
65b1e2253626af4a72b954f8186a5880,1,41.51,0.83,180.0,0.0,29.5,13.27,5.15,26.21,5.02,5.01,2.96,150.72
fdfcd52a21824b7181d66672f283ba04,1,0.75,0.0,0.05,25.78,0.5,7.62,1.31,0.39,2.52,3.97,2.0,143.4
4989239fbeb6eb40fc0b664d9ba92636,1,0.67,0.02,5.38,7.19,1.17,10.01,5.0,0.07,2.2,2.23,2.04,180.0
ae9522ea003ea9f75891b2d37a5e264b,1,4.57,0.0,0.04,0.5,0.12,4.28,0.02,0.5,2.39,3.5,2.0,141.42
a64f3c1afd7e0f6165efbe9fc2fc8003,1,0.0,0.0,0.0,0.01,0.0,0.0,4.99,0.0,0.95,2.41,0.29,0.01
fdc5aa7c150fd1c49ad3b50433277528,1,47.3,1.09,180.0,0.0,82.67,10.14,5.22,5.51,5.04,5.06,2.5,150.95
bcd753d08904860fa93a794557185e04,1,4.65,0.04,39.92,15.49,6.0,10.02,5.0,0.27,2.23,2.2,2.0,154.41
29505dfcf090c4cfdfb59268160be81d,1,53.98,1.83,180.0,0.0,106.48,101.01,5.33,61.11,5.08,5.07,8.13,180.0
bd0b055b890a9ace598a0c4aba40de30,1,10.08,0.08,180.0,0.0,7.69,10.06,5.02,0.48,2.93,2.67,2.0,151.87
ea5b47b3ffb3b8cb77a2cff83cc1ffba,1,56.32,2.68,180.0,0.0,132.03,11.27,5.3,7.96,5.12,5.07,3.27,150.83
8c7477dc33a412514998a2fd6b32dbf5,1,0.49,0.0,0.01,0.07,0.04,0.57,5.0,0.0,2.59,4.6,2.0,5.35
965ca988015c9aee5a1a7b2136c1fe5d,1,0.0,0.0,0.0,0.0,0.0,0.0,4.56,0.0,2.96,4.02,0.96,0.01
97a17306a2882e0fd1aa3981a267df0d,1,3.67,0.05,38.98,15.26,5.92,10.01,5.04,0.26,2.25,2.22,2.0,155.16
db4a0d4ba26c46d66ad6cdcb0645a4d9,1,0.34,0.0,0.0,0.31,0.03,0.24,5.02,0.03,2.79,4.37,2.0,110.43
a931fb0e1490883ee7719eab96ed558a,1,32.19,0.41,180.0,0.0,22.87,10.16,5.09,0.48,5.04,4.59,2.29,150.05
189e5991b041a89700513106988e720d,1,0.03,0.0,0.0,0.21,0.03,0.04,5.0,0.0,3.02,5.0,2.0,0.09
4029fbae284eaf924b37b6f43d3a67fb,1,0.06,0.0,0.0,0.01,0.0,0.02,5.03,0.0,3.01,5.0,2.0,0.06
71270454196ae092b28d0a74300a85e1,1,0.45,0.0,0.0,0.58,0.26,0.26,5.01,0.06,2.29,2.44,2.0,0.65
06b138e8a6da806e88ac7da2919cef30,1,0.83,0.01,9.68,8.41,3.46,10.01,4.99,0.84,2.15,2.17,2.0,180.0
4f38f4b005cc54122135c8c21aec4b85,1,0.44,0.0,0.01,0.06,0.04,0.52,4.99,0.0,2.54,4.75,2.0,5.25
6e5efd19744842d1fa5415173bffbf6b,1,2.19,0.05,42.83,12.31,5.14,10.07,5.0,0.27,2.25,2.24,26.41,150.01
bb8042839130ce5597c358c1955706ff,1,62.8,3.45,180.0,0.0,143.37,180.0,5.17,86.49,5.08,5.08,16.71,180.0
b3840e295097a13e6697fff6be813eeb,1,0.03,0.0,0.0,0.02,0.0,0.02,4.99,0.01,3.2,4.84,2.0,0.03
fe19a31b76cbba5901e16ce36c7578ed,1,0.16,0.0,0.0,0.18,0.05,0.06,0.0,0.0,2.81,5.03,1.21,0.04
8e30bfdb721ca0a20031c79a76f9aa7c,1,2.34,0.02,9.59,30.45,4.15,10.02,5.02,0.75,2.25,2.23,2.01,153.88
275d36e3f246990dccd094e5e1442ba9,1,2.98,0.0,0.0,0.97,0.09,0.53,4.99,0.05,2.59,4.28,2.0,139.19
4fdcf4248a332c1c9a89d37439c879a9,1,0.02,0.0,0.0,0.04,0.01,0.1,1.43,0.0,3.42,4.99,2.0,6.64
751402d0738e5622b599c651283cb48a,1,23.7,0.01,0.02,180.0,4.64,1.65,5.01,0.28,2.78,2.67,2.0,139.72
246afd75cb97a21144f368c00252a656,1,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,1.4,2.25,0.57,0.0
c9af5b23c87350f5d817acc9ca7b69bb,1,0.0,0.0,0.0,0.0,0.0,0.0,3.43,0.0,1.93,2.82,0.83,0.0
27b4fe4cb0b4e2fd8327209ca5ff352c,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.82,4.67,0.99,0.0
4ffb80a0ad8b753fee1492101ffcbdbb,1,28.99,0.03,0.51,180.0,7.07,10.01,4.99,29.02,5.0,2.36,2.0,151.56
037c423f56548082b1935e88c48ffdda,1,0.0,0.0,0.0,0.03,0.0,0.0,0.22,0.0,1.42,3.48,0.37,0.01
96e01064ac3b644143278c21859e201f,1,0.74,0.01,1.28,5.06,1.69,10.01,5.0,0.2,2.41,2.32,2.01,150.33
8d458780fb74c28c01a5fe89990ad521,1,0.0,0.0,0.0,0.01,0.01,0.02,4.99,0.0,3.55,5.0,2.0,0.02
6dca14e1af1795565d1e502ddc7d376b,1,45.55,1.0,180.0,0.0,48.24,39.26,5.25,36.39,5.05,5.08,3.7,150.96
bbf800109d039e117ed60593c185692c,1,10.28,0.0,0.01,3.48,0.2,1.06,5.0,0.15,2.49,3.71,2.0,139.81
e51a98d78f61103e0672579e87cfd7e5,1,2.38,0.02,10.28,31.24,4.26,10.01,5.0,3.02,2.26,2.22,2.05,154.25
644fd765d26bd4a380922ccd0f594c58,1,0.0,0.0,0.01,0.0,0.02,0.05,4.99,0.0,3.18,4.99,2.0,0.05
e966bddd11e46b735f8520f8304e368e,1,3.29,0.03,39.63,15.46,5.9,10.03,5.0,0.25,2.23,2.21,2.01,155.28
8bcd3f3e269fa3c9516667b626d61602,1,1.23,0.0,0.17,1.17,0.31,10.01,4.99,0.11,2.38,3.71,2.0,146.65
3ff114cc7bee4f39fa56a0325e605c2d,1,0.26,0.0,0.0,0.27,0.02,0.24,4.99,0.02,2.83,4.05,2.0,97.46
328da7966b09b2f6e99c93c4e877fbff,1,0.0,0.0,0.0,0.0,0.0,0.0,4.99,0.0,1.72,3.75,1.14,0.03
71dbf7ab78ef93c3d491c67752f03fd1,1,0.39,0.02,2.37,3.27,1.68,10.01,1.86,0.01,2.19,2.23,2.0,173.39
54ab5a53d2fdfcda16ec74768b29f901,1,0.14,0.0,0.0,0.91,0.11,0.37,4.99,0.0,2.79,4.82,2.0,1.78
758f9ed67b4d2068c209157335e07266,1,0.03,0.0,0.0,0.05,0.02,0.16,1.83,0.0,3.21,4.84,2.0,10.64
b86f2425cafeb1239d65bd529e372e02,1,10.29,0.0,0.01,2.62,0.21,0.89,5.0,0.13,2.47,3.6,2.0,140.24
f959755d7c68ea8b64d900e589fbe21f,1,3.98,0.0,5.09,52.75,3.08,10.02,4.98,0.7,5.02,2.23,2.0,180.0
a0c7aea176b5a2b65c27c8af7039326b,1,1.59,0.02,28.96,18.94,5.74,10.03,5.0,3.29,2.21,2.21,2.0,155.78
00b46ace235e3915a439c77a231a5657,1,0.35,0.0,0.06,0.55,0.16,5.66,5.0,0.06,2.44,3.77,2.0,140.7
21bde0ebb111c637a1ae8789827b0b73,1,0.05,0.0,0.0,0.01,0.0,0.01,5.02,0.0,3.07,4.98,2.0,0.05
4380f8ed143d97a65f8888b2feeddb80,1,0.35,0.0,0.0,0.07,0.04,0.43,5.02,0.0,2.54,4.84,2.0,4.05
93a87994c03a7752f85d863239555d48,1,7.17,0.03,25.87,152.01,6.59,10.01,5.0,0.26,2.43,2.33,2.0,153.24
2d0c041c0fe72dc32527bfbf34f63e61,1,0.0,0.0,0.0,0.03,0.0,0.0,4.99,0.0,1.88,4.51,1.72,0.3
d1a62a8688c6c4fabd0dec3770ce40dd,1,0.42,0.0,0.02,0.38,0.07,2.11,5.03,0.03,2.78,3.57,2.0,140.08
89120de895868a3fccd74f30f78a5448,1,5.35,0.06,180.0,0.0,7.45,10.09,5.0,10.59,2.56,2.57,2.03,152.19
036b541db9d0839b0591d408ff4f77ae,1,12.05,0.03,34.38,133.62,6.42,10.01,5.01,0.68,2.48,2.29,2.0,162.06
8a7a61a63a718e4dc5aba5426b31c063,1,2.28,0.03,9.61,30.58,4.44,10.03,5.03,0.23,2.26,2.23,2.01,154.59
1a6a635f5b959e191ec705b2f236568a,1,2.61,0.0,1.14,32.28,1.95,10.01,2.18,0.02,2.29,2.67,2.0,161.07
24b93d0bf941e4b050c9109e4cb7faf4,1,0.02,0.0,0.0,0.04,0.01,0.03,0.06,0.0,3.2,4.62,1.84,0.13
0be1e12a8e7282d1a4e389bb90f6dbc7,1,0.03,0.0,0.0,0.05,0.02,0.14,5.0,0.0,3.26,4.8,2.0,9.02
2c9dc96b7a8b0410e64dd33f7e00a0c1,1,0.04,0.0,0.01,0.43,0.04,0.99,5.0,0.01,2.76,4.45,2.0,30.42
d89718e39ff99638c2882b47988120cd,1,0.95,0.01,2.68,16.24,1.82,10.01,1.7,0.14,2.34,2.26,2.0,134.7
1a20649a8c79d6675d934cec271d573f,1,0.16,0.0,0.25,2.95,0.44,10.01,4.99,0.04,2.16,3.49,2.04,143.62
8fcc57f6c75cb2ac48d19e3038ad3c6c,1,0.65,0.0,5.67,7.3,1.17,10.01,5.03,0.01,2.21,2.23,2.02,180.0
81d2158d506ea1049708837460b9387e,1,1.05,0.0,0.0,0.43,0.04,0.24,5.0,0.03,2.73,4.26,2.0,112.86
caead0e04b6de4365822b25dfd55967f,1,0.75,0.01,1.69,20.19,1.22,10.03,5.02,0.07,2.34,2.4,2.0,169.71
99d134de6323a845a2828596a48bbb1d,1,0.04,0.0,0.0,0.02,0.01,0.03,4.99,0.01,3.08,4.67,2.0,0.08
4e64ffc14db014d5591f40865376c32a,1,2.17,0.01,9.71,30.47,4.63,10.02,5.03,0.12,2.27,2.24,2.01,153.54
2537f10a45d7ab430334dc1de6bfbdf0,1,3.73,0.03,40.29,16.12,5.99,10.03,5.0,0.26,2.24,2.19,2.02,155.39
017ba03ed108f492c9293c7c95e5cae9,1,0.01,0.0,0.01,0.18,0.04,0.65,5.0,0.0,2.84,4.39,2.0,19.82
40ae60a61929b6bfa2ac99ab4b9a0f7e,1,5.08,0.06,180.0,0.0,7.44,10.08,5.01,10.17,2.54,2.52,2.0,151.85
c1324a6876269ee93890e266fe214557,1,26.2,0.01,0.02,153.95,4.99,1.76,5.0,0.31,2.83,2.66,2.0,140.91
abe802007c9aed4eab2e758fb130174b,1,0.07,0.0,0.05,9.52,0.13,4.01,5.0,0.11,2.5,3.49,2.0,140.6
7dc81d3cb9066f8bc06ceffbca237572,1,0.52,0.01,0.06,0.63,0.17,5.84,5.01,0.06,2.52,3.82,2.0,128.52
36c342091848d5d6a1a8eeb3a8b49b86,1,0.01,0.0,0.0,0.0,0.0,0.01,0.0,0.0,3.75,5.0,0.83,0.04
33cfa309d10e1d4fe30f1302807f42ce,1,3.62,0.03,37.75,15.43,5.95,10.02,5.0,0.26,2.25,2.23,2.02,155.06
911cbc796d15eb316d36c82c90fd7d11,1,0.2,0.0,0.01,18.98,0.44,1.31,0.06,0.03,2.69,3.3,2.0,14.41
00a981f385cd209d41e1efa1f5f29bac,1,0.99,0.0,3.0,7.55,5.27,10.01,1.76,0.05,2.18,2.23,2.0,180.0
ff5170c690129f8c94658e82b6aab05c,1,0.0,0.0,0.0,0.42,0.01,0.0,5.02,0.0,0.45,0.85,2.0,0.0
4a6a797c6b4a8055d10b74edda9a5e30,1,1.3,0.01,0.2,1.35,0.37,10.01,5.03,0.1,2.36,3.6,2.0,147.19
1f215812371f0c428eb1f1e51f9f23d7,1,0.01,0.0,0.01,0.23,0.03,0.44,5.0,0.0,2.97,4.59,2.0,9.64
1b86f59ce4c43f19f0ad1238f8c362b4,1,8.57,0.05,29.78,142.92,6.81,10.05,5.01,0.27,2.42,2.31,2.02,152.59
7b4622a3ab523264378a560199de47ed,1,4.65,0.0,0.01,4.71,0.21,0.89,5.0,0.19,2.42,3.59,2.0,141.38
41c39c9a2d75ca50b603ea7c3d86106a,1,0.99,0.0,3.11,26.47,1.32,10.01,3.27,0.16,2.36,2.26,2.01,180.0
6b2ccabf0304af478a558b8a333ced32,1,11.58,0.12,180.0,0.0,10.27,10.04,5.05,19.5,3.07,2.97,2.0,151.76
ce49f590c98885f7ac95567f2b1e7dd5,1,8.55,0.0,0.33,1.4,0.88,10.01,5.01,0.29,2.34,3.3,2.0,158.14
45faf223af97fe9177daa3ad4002cf2f,1,54.3,1.87,180.0,0.0,96.52,111.0,5.16,51.18,5.05,5.07,3.01,151.38
3663000b31a5c80922afc6e48322accb,1,0.02,0.0,0.0,0.2,0.04,0.29,5.0,0.01,3.15,4.61,2.0,3.22
df237594dc22b8f7cad2c4b38a23e40c,1,0.01,0.0,0.0,0.18,0.02,0.31,5.0,0.0,3.2,4.92,2.0,5.91
a6d7268b35eec18656a85ad91b0413e9,1,0.11,0.0,0.0,0.05,0.01,0.07,5.0,0.03,2.97,4.57,2.0,0.3
a7bbcc6535cca5a37f015f29090e8797,1,6.14,0.07,180.0,0.0,8.22,10.04,5.07,15.22,2.63,2.7,2.04,152.02
6bb485770dbc3943ea84933a03131958,1,2.73,0.02,9.86,31.92,4.22,10.01,5.0,1.32,2.26,2.21,2.05,154.74
1a63072b90f88c7fa621b5041f412b79,1,0.98,0.02,9.08,9.67,1.56,10.01,5.0,0.0,2.23,2.21,2.01,180.0
01dd5feb463fa80f73809718f6ff735b,1,28.15,0.07,4.03,180.0,6.87,10.02,5.05,0.68,5.0,2.53,2.0,150.84
727cd7c528ac106f134cc882c9202108,1,37.56,0.3,50.1,180.0,52.09,10.16,5.09,180.0,2.34,4.27,2.02,150.25
9a413c250f82a93d513d4092ba654ee2,1,0.87,0.01,5.69,7.4,1.27,10.01,5.0,0.02,2.21,2.23,2.04,180.0
c7bf3517f47d583ae567de3db3708969,1,45.39,1.65,180.0,0.0,53.16,10.94,5.15,180.0,5.03,5.03,4.06,153.61
8270ae50e6f2881136868db6d3a88eee,1,1.17,0.0,0.0,0.44,0.04,0.23,4.99,0.03,2.76,4.19,2.0,104.02
5b3d8a4465726adfcb58b9cdb1cc33f1,1,0.59,0.0,0.01,0.06,0.04,0.49,4.98,0.0,2.54,4.58,2.0,4.92
87ec32f70c5e3a279e636f7f62e70a19,1,0.0,0.0,0.04,0.02,0.05,0.17,4.99,0.0,3.29,5.0,2.0,0.1
17039a3ed02ea12653ec5389e56dab50,1,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.74,1.86,0.53,0.0
0191a0bf3412ed407ba669f8d69081ee,1,0.31,0.0,0.13,2.22,0.32,10.01,4.99,0.0,2.64,3.82,2.0,89.65
1d1af993697599892804df5878d58979,1,1.56,0.02,4.04,30.45,1.51,10.01,2.3,0.17,2.31,2.26,2.04,180.0
f0895a5904fb97278b7b54733ee1dabb,1,0.9,0.01,2.31,10.29,1.58,10.01,5.01,0.14,2.37,2.24,2.02,166.33
44092fcc83a5cba81419e82cfd18602c,1,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.56,0.93,0.34,0.0
a45b60e53917968f922b97c6f8aa8db3,1,0.03,0.0,0.0,0.03,0.01,0.0,5.0,0.0,2.06,3.17,2.0,0.02
0a4ed112f2cdc0a524976a15d1821097,1,0.02,0.0,0.0,0.05,0.01,0.01,4.99,0.0,2.99,3.89,2.0,0.07
71758ed7637888d4fd4593ec820677bc,1,22.92,0.0,0.02,158.24,4.16,1.63,4.99,0.28,2.76,2.72,2.0,141.73
03e9d1abe418a1727bbf2ead77d69d02,1,0.02,0.0,0.0,0.01,0.0,0.01,5.02,0.0,3.29,4.84,2.0,0.02
e6d247292b525447a220323901842e4c,1,0.02,0.0,0.0,0.04,0.02,0.11,5.0,0.0,3.31,4.98,2.0,7.05
0336f81b60baac5b8f481dd3c32861a5,1,27.36,0.0,0.02,180.0,5.21,4.33,5.02,0.04,2.21,2.2,2.0,5.53
1932e1e8f0c78372759909e45a19ecc7,1,1.15,0.01,2.25,6.49,2.94,10.01,4.99,0.15,2.3,2.25,2.04,158.95
b5b1803491a265b02d595c1fb62d5991,1,0.39,0.0,0.01,0.05,0.03,0.41,4.99,0.0,2.52,4.64,2.0,4.26
2f219dfa21d996e1834aa247f934f304,1,1.37,0.02,21.22,13.7,5.72,10.03,5.01,2.33,2.17,2.17,2.01,158.7
f26f199564d6ffac7e700c2e66470ec0,1,0.37,0.0,0.04,0.47,0.12,3.59,5.02,0.03,2.51,3.85,2.0,141.36
cdd131110acc861a5a01fae6c4936c91,1,29.2,0.13,4.36,62.14,8.29,10.04,5.03,2.46,3.04,2.83,2.1,153.63
358fa8d20aa467c7e9b9bf34f73d1dc9,1,5.33,0.02,4.66,180.0,4.41,10.02,4.2,0.3,2.27,2.13,2.0,154.69
385a678ba820d79c6fb5f497adaf32ec,1,2.34,0.03,50.2,60.28,6.18,10.01,5.01,7.26,2.24,2.24,2.0,154.57
20be6aa61af15fd53b4c48eb3f2f3319,1,0.01,0.0,0.01,0.36,0.04,0.79,5.0,0.01,2.82,4.49,2.0,25.54
5437ba8972228ea5531a69a9aa064acc,1,2.14,0.01,9.8,31.19,4.15,10.01,5.0,0.37,2.29,2.25,2.01,155.22
ad69e0a0880cd377e26260f7e4bc6d51,1,33.22,0.54,180.0,0.0,25.54,10.63,5.16,41.25,5.02,5.01,2.09,150.05
aa0d6b8c63f57956b9aed350f38e0571,1,0.44,0.0,0.0,0.07,0.04,0.42,5.0,0.0,2.56,4.77,2.0,4.06
2a4680a801ad32ab8768030250daf0c8,1,10.28,0.0,0.01,2.8,0.18,0.94,5.0,0.13,2.47,3.74,2.0,139.74
