@relation R_data_frame
@attribute instance_id string
@attribute repetition numeric
@attribute fold numeric
@data
3663000b31a5c80922afc6e48322accb,1,2
c9af5b23c87350f5d817acc9ca7b69bb,1,2
a8dcaf436bda091dad9ca1ff58de7287,1,2
93a87994c03a7752f85d863239555d48,1,2
abe802007c9aed4eab2e758fb130174b,1,2
0945c95ba9b82c32d12fc9d9e5229c5a,1,2
79391ed5a7f19b947cefe7af1178146a,1,2
1f215812371f0c428eb1f1e51f9f23d7,1,2
1a40d2d8c589799a0d267cae03fcd4c5,1,2
4fdcf4248a332c1c9a89d37439c879a9,1,2
f08b3567642ea029452fff2c1d10c132,1,2
cd86fbfd8b7e0d66ec5fe8fe85c014d3,1,2
711ff7681711949f44b07a0d530dc729,1,2
b3840e295097a13e6697fff6be813eeb,1,2
b5cede38496a803dcfa155a5f4295c47,1,2
d46c3fc9e953d4f84e8a18e52e29e7b7,1,2
dbe18c99e95ac42816b99b96d36a8732,1,2
a292411f3f563a47c05a78f8295163dc,1,2
22d0a2fdc65d884c2bbde56af9feba4a,1,2
0336f81b60baac5b8f481dd3c32861a5,1,2
2ef023ae6c46e4415734f9349a36d678,1,2
9e18c079efdc17ceade5c7a330b507d2,1,2
cfc53adcc8ed18ca161bb6f8bc02b237,1,2
28857e681fc6a9077d5a7d0e9c7a19ad,1,2
eecdcc36d35f06224cc972cbb08de804,1,2
2e808d215e4155379a847b146ef38b34,1,2
2b3de92685792ae19e4549b5c4571e27,1,2
67a5b7ccde980b37576b993c79e176b0,1,2
a1276d5dcb822aa03806df58fa9ca1c8,1,2
323223c497a22051f5a3ef508ccbaa7c,1,2
571a2f223784fb92a53b4cc8cc8b569e,1,2
c1324a6876269ee93890e266fe214557,1,2
828e1066a477e98e8d834528df3fc874,1,2
d1f4348ad66cae01386777daae51c024,1,2
91b88d172a08e2a57c189bddff51bfd5,1,2
cd58fa8eba4046fd0a86642e1fe26cb9,1,2
965ca988015c9aee5a1a7b2136c1fe5d,1,3
4a6a797c6b4a8055d10b74edda9a5e30,1,3
c32f194ad850c944142c74514dfb3c5f,1,3
d60f56735dc8e89d7d91a01f4340df0c,1,3
fe19a31b76cbba5901e16ce36c7578ed,1,3
211938776d92f11870a687abd11d55a4,1,3
17039a3ed02ea12653ec5389e56dab50,1,3
2d0c041c0fe72dc32527bfbf34f63e61,1,3
d8fa4265b93d0931ba6484e3cc0d7ab1,1,3
03e9d1abe418a1727bbf2ead77d69d02,1,3
2537f10a45d7ab430334dc1de6bfbdf0,1,3
21667cf04beae213adbab0d48408a7e4,1,3
52be8740aab896317320cd44a5d2af2f,1,3
036b541db9d0839b0591d408ff4f77ae,1,3
b6c6f1081dbb672e8294685d03326b09,1,3
1a6a635f5b959e191ec705b2f236568a,1,3
11db226d109e82f93aaa3b2604173ff9,1,3
35b19a3332597c1e5a3668f75ca72971,1,3
cdd131110acc861a5a01fae6c4936c91,1,3
f4064d73fd6e69caf154046e61fea7b8,1,3
8a7a61a63a718e4dc5aba5426b31c063,1,3
f57aba96bfed8f8a8b860eba1a8f1ea5,1,3
29bab0de14e56e526be9683131005cb2,1,3
cd118ff851f95661b2a3adfc3e393c74,1,3
faeb113864d97ea4cb3f01f95d2fe92f,1,3
1d42a7c3616ce163e292340cfcd34f97,1,3
26114429758a203d651f4df87c94de4c,1,3
f55acea8f0d207becbbbd26a11d97841,1,3
0c9da400944b002f90fd385d4fdab385,1,3
037c423f56548082b1935e88c48ffdda,1,3
aa4a861240c0c39b5aa44602133ae5e1,1,3
911cbc796d15eb316d36c82c90fd7d11,1,3
f090d0d6eaff3b92c817f5db6fa47544,1,3
eca3692344e30ae83a49158b5baf3372,1,3
bc3a8bd47c5575c2f1b31882d28ee091,1,3
a4941208671f6ebfd118e4e563538c31,1,3
8403d03df1ce64af3bf7581449d320fb,1,3
23c4e178c94c0dff82ea6c87abed7ecc,1,3
339b1cfda231aaca601cd6339c07ca2c,1,3
2f219dfa21d996e1834aa247f934f304,1,3
71270454196ae092b28d0a74300a85e1,1,4
246afd75cb97a21144f368c00252a656,1,4
15a2ec07aaca45d454a2fbfc0624e75e,1,4
4282ea42fd414bfd2c4bf81fe8a43e24,1,4
af5838e83024d2dee3942be8d8e35fec,1,4
705f6075b27775e03daf6e8d781cb953,1,4
71758ed7637888d4fd4593ec820677bc,1,4
68649ac2830edad5d0dc7e3d13935132,1,4
81d2158d506ea1049708837460b9387e,1,4
fd2af7622798171f23a4b8d2616df55e,1,4
8fcc57f6c75cb2ac48d19e3038ad3c6c,1,4
d0fe6bf914469ca51675bac9078a2c0b,1,4
c40838cb3ed9babe51dc41185e70a3dd,1,4
33bcf82677b7fdacf18dd48892596a1d,1,4
a6d7268b35eec18656a85ad91b0413e9,1,4
7b4622a3ab523264378a560199de47ed,1,4
24b93d0bf941e4b050c9109e4cb7faf4,1,4
bcd753d08904860fa93a794557185e04,1,4
e46bdd62b3789b64f7fbb3bd6c99484e,1,4
27b4fe4cb0b4e2fd8327209ca5ff352c,1,4
53799aafcd0c684a2adc79400bd35f82,1,4
98c6da979a0a22d384d465a1da17111e,1,4
c7bf3517f47d583ae567de3db3708969,1,4
29e101b66dfddb440e974b9feec5b1aa,1,4
92d6795785d35d1dcc42b15dc0e933d0,1,4
c1b5c3d1016de7baeb0ddb3a2ab2d891,1,4
b157aeb75aec9158fed9e16d7fd2da57,1,4
6bb485770dbc3943ea84933a03131958,1,4
751afd7ddf8f242ed7bd93517ba82149,1,4
a4b05fbc5be28207b704e1fae4b7c8a0,1,4
d5efaaee0197822c2676e45bac5068b2,1,4
3f4174289e971950c290f27892169bc5,1,4
587150fb7b12a6b5dd7e4a9446b9713b,1,4
4d2f74ef97b6d40ebd71f85dcb75c543,1,4
1932e1e8f0c78372759909e45a19ecc7,1,4
70af2c3bfd44bcf9baa2a9605f4a17fe,1,4
00b46ace235e3915a439c77a231a5657,1,4
d84a89fb1bc1ff37dc4737867257b290,1,4
15c53f73c62a78c24bf5974e4a7afcd8,1,4
00f2eb377986e7decbc863931680a3b2,1,4
e5a72ac8f4880702a4deacc7854318e8,1,5
fd1fbc1b090c14746a883b3a17259743,1,5
a811388cc92def6ef2d639dc062d456c,1,5
9631e4082abf03e560b889c5715d3979,1,5
72b5ad031bf852634bc081f9da9a5a60,1,5
670a24d73dbadd3073e9604c6ef903d1,1,5
d3529338d35aa27e8024932d3b5f64b5,1,5
46e119b7ff8d0781354bfe68139c99b5,1,5
291c2b4fa2d8b009cd2a8331891ba667,1,5
44092fcc83a5cba81419e82cfd18602c,1,5
21bde0ebb111c637a1ae8789827b0b73,1,5
9811b95bfd5888014d27e6dd384ff502,1,5
3498eea73b78ddc444cbee48b121c541,1,5
8cf6b81061285343c4f33c51afdb3fbb,1,5
4fd2e4e6ecb4fe8d3f9e1fda81633469,1,5
b86f2425cafeb1239d65bd529e372e02,1,5
909f704d5f4127c1197a086705468624,1,5
44ad104c3b0c83b4cfc260583dee2397,1,5
06b138e8a6da806e88ac7da2919cef30,1,5
6e31e88a5dadaa3876eb5ff4293134c2,1,5
a8dc92a9c0434576b47c82c94ab5c446,1,5
8252d67358381873e07bb637ad177b83,1,5
a64f3c1afd7e0f6165efbe9fc2fc8003,1,5
b09585f2346c207e9e14a3daf0de46cf,1,5
0a4ed112f2cdc0a524976a15d1821097,1,5
b5b1803491a265b02d595c1fb62d5991,1,5
3a7a64e1d6cf5ce969b2b05b5464f707,1,5
00f4aca773e5675f35263dcd46b15bde,1,5
6d67f76f114db9801952ed155e745e16,1,5
220bb8aa093e502c47afcdac3140d67c,1,5
ae9522ea003ea9f75891b2d37a5e264b,1,5
bdc85226a8d910a8b7d6a8730c7a4572,1,5
df237594dc22b8f7cad2c4b38a23e40c,1,5
92387c29e87aa857e84feb301f3d6aff,1,5
44b249f51321a2bf38f730534b781bec,1,5
eaf2f0803dd2045f1b189ee834ef0c8f,1,5
71dbf7ab78ef93c3d491c67752f03fd1,1,5
38833d6a1ff6a56ef22bd2dc1e3fdde7,1,5
ae7e391be73431e5dddf2bbafe95758a,1,5
54ab5a53d2fdfcda16ec74768b29f901,1,5
82fe0a5b2467d6e5299c315da8b16ec5,1,6
18416a9ac0909dce5fa96345f784c87e,1,6
ad69e0a0880cd377e26260f7e4bc6d51,1,6
e444548857eaf649c4624e3494c89c8e,1,6
1aa7cd96ab1f7bf58984deccf8362ab4,1,6
28e45a3e488ddac73b6116cc6f3e67e0,1,6
758f9ed67b4d2068c209157335e07266,1,6
10196804504080e7107809a2e5b3bfcc,1,6
262009b8df6350761c7dfc8761f0af79,1,6
2902c241b2196f5fd914509fdc124ba7,1,6
1eea3d913d346b900252d77fc0cb25c8,1,6
8f7cd9fb4b8852fdf9a21c606724c71a,1,6
24bf910d2b9da558fb3e71a4dbe79ba3,1,6
a83665715cf54e10f6d5382b97fd909c,1,6
d66ab8bce1b8979dbd26b3c220e817be,1,6
0eb98926b26343d31954169dfbde2b24,1,6
67904554c73addf89fe675bd8e494641,1,6
1ce81dbba1292bf791e194b17aa2a219,1,6
6b2ccabf0304af478a558b8a333ced32,1,6
6549f23728c52d5319f30371ff709622,1,6
0a279c478775cdeede51ad431aebf200,1,6
a931fb0e1490883ee7719eab96ed558a,1,6
5a72cb588bcda7b1b54a1eac6b19ab2e,1,6
fb5d0254bc4b8d258eb84ea1dbcdda13,1,6
38ca761a5808eace8bc8f1fcfdb5b5a8,1,6
30e680ded3b9be6be0b5baac273f2646,1,6
558113ad4d50130351db8c426230a50f,1,6
964162c1faee2c1e3a4dfa4f9c75c34f,1,6
2722f39c27dc45a989bb52761ed52e50,1,6
a7bbcc6535cca5a37f015f29090e8797,1,6
5b3d8a4465726adfcb58b9cdb1cc33f1,1,6
558ce551d2b933b7a5f1c7d2a6044930,1,6
1a63072b90f88c7fa621b5041f412b79,1,6
65b1e2253626af4a72b954f8186a5880,1,6
524848d379582b63060ed43d3729b9f3,1,6
f26f199564d6ffac7e700c2e66470ec0,1,6
028d0cc7af63e9bba5795f20e24db4f6,1,6
a0c7aea176b5a2b65c27c8af7039326b,1,6
d8f131a86243ef138af39abf52a479e5,1,6
4029fbae284eaf924b37b6f43d3a67fb,1,6
78d23f235b63b1b7f08eb1b6cfb03f34,1,7
4fe42891b004d7425631a8edb4252d3f,1,7
da43a3ef0ef5d34143e765d480dedc7a,1,7
03a43a7ea55217f53542ed3f029963af,1,7
3ff114cc7bee4f39fa56a0325e605c2d,1,7
34e5fd58b65bf305cc773f0dbfb47917,1,7
41a8365f60db55b71d949df6954e0db7,1,7
8c7477dc33a412514998a2fd6b32dbf5,1,7
41c39c9a2d75ca50b603ea7c3d86106a,1,7
79c109a8c1da53c6b636d3835f11a19d,1,7
7dc81d3cb9066f8bc06ceffbca237572,1,7
a45b60e53917968f922b97c6f8aa8db3,1,7
f02379d63678798e38dcc52b043cc51d,1,7
bc7dc7a83b442a2bf4cf8cae3f0e0faa,1,7
1a20649a8c79d6675d934cec271d573f,1,7
01dd5feb463fa80f73809718f6ff735b,1,7
5f6861053fb4ed4fc0b997cd6b505ef4,1,7
03de316ba1e90305471a3b8620cb9cd7,1,7
c0069efa0c924e416878d9426f1ef92e,1,7
02c6fe8483e4f4474b7ac9731772535d,1,7
9e7f2b92c6e46d03ddcafd798aa80cb6,1,7
428da12ab8f5f68ae261e6468c2fef73,1,7
f20c2aa0f9cced05a74031e0a3afaa1a,1,7
835ac60ca83af6f334b64b61c4ad345b,1,7
177a4ad8fd76ad8240387998112c3168,1,7
fdfcd52a21824b7181d66672f283ba04,1,7
74931e82fd208ed949fa44bccd80df6b,1,7
cea96962ebd736646af54d950943d909,1,7
8d31ec9edeac705ffd1b23f0cc4f3256,1,7
7d58f2f0c79cbcad0496ced184ba0680,1,7
189e5991b041a89700513106988e720d,1,7
1b02025658c2a23e1fd3ce0a9c3633cb,1,7
4408f30395fb799e01b34b0dc7ee1d62,1,7
ae9b7950ef1513068bb9339893ec8c50,1,7
1f6cf91464c6a19022144774b162a3cc,1,7
aa0d6b8c63f57956b9aed350f38e0571,1,7
9fe43145e48a0ef0096bb72531f1a0e3,1,7
db4a0d4ba26c46d66ad6cdcb0645a4d9,1,7
bb8042839130ce5597c358c1955706ff,1,7
19004c7d629f7e6e83c6e1d7a9a768a9,1,7
4380f8ed143d97a65f8888b2feeddb80,1,8
3cff6c97a515aecfe46ba0f1256a3c11,1,8
14a5ff0d6213dcfe182ec656764bbdfb,1,8
1153a473e1d5dd21ccd33189d594a4aa,1,8
3f341c57c37d86350af5233b8e15e52e,1,8
ff867fd35aa52058382a8b0c21cd1f38,1,8
dd6ef995af0267ce71076250a1226801,1,8
d89f0a7a08f9b60579b26b01e2196394,1,8
fdc5aa7c150fd1c49ad3b50433277528,1,8
1d1af993697599892804df5878d58979,1,8
953e9ff735bdf5ada27b0ab2b908b6af,1,8
caead0e04b6de4365822b25dfd55967f,1,8
a98d77ba9d3fbe8b7c55cbf75b2b43a8,1,8
fee70cede2b5b55bfbdb6e48fbe7ce4f,1,8
5918f1624d4dfd964227356786a4e9ec,1,8
71cf538aa0751d27f144de9c8d82e458,1,8
431bfb466be51ecd86b321b5cbce6d3c,1,8
af1e84bc2ab44d87d1c4c0cbf9e601c5,1,8
83cf6bfa7945b54e8c4ac659d1a4359e,1,8
ce49f590c98885f7ac95567f2b1e7dd5,1,8
ed76b075cdf07435c6e4f6203dd10cb7,1,8
358fa8d20aa467c7e9b9bf34f73d1dc9,1,8
48ac8814180bdc90bf96a4caea64dae2,1,8
01966a0fc52b2200a13f5f835275a919,1,8
0ae0c5a4fb9001d63669a0aa5b592167,1,8
2a144840047376cee3b7b99455158976,1,8
45faf223af97fe9177daa3ad4002cf2f,1,8
33cfa309d10e1d4fe30f1302807f42ce,1,8
c9f7ca549a6773bea4628e2c66f597c6,1,8
5437ba8972228ea5531a69a9aa064acc,1,8
0811f761eee5e4ef28196fd98884a67b,1,8
63159b6b10c3d6832bd5944e05d78b11,1,8
bd0b055b890a9ace598a0c4aba40de30,1,8
f0895a5904fb97278b7b54733ee1dabb,1,8
20be6aa61af15fd53b4c48eb3f2f3319,1,8
62c763bdf8d351b15df3a4d62a03eba0,1,8
0d3e99a07b6a6b67ac59d706c0af9d68,1,8
8db36208fc6ce43b4002cf048c549b3f,1,8
6dca14e1af1795565d1e502ddc7d376b,1,8
4611cd26b441b8c5866e4a2c5a7952dc,1,8
dd169198070f9aa35015de65e8209a05,1,9
0191a0bf3412ed407ba669f8d69081ee,1,9
a552a058e6376a36b1f1b2724f228364,1,9
7aaf3275cbe217044ef305f0a1ca8eb5,1,9
40ae60a61929b6bfa2ac99ab4b9a0f7e,1,9
5dc5185101e1d439d14f0a04acfa9bfb,1,9
d0364ea3e1680c6da7e982e6b0264af6,1,9
ea5b47b3ffb3b8cb77a2cff83cc1ffba,1,9
89120de895868a3fccd74f30f78a5448,1,9
f448874997bae64bd455fb00309dc738,1,9
00a981f385cd209d41e1efa1f5f29bac,1,9
578b5e6a2f0b295168cb6c5420810a72,1,9
0297c2a35f116ffd5382aea5b421e6df,1,9
9a413c250f82a93d513d4092ba654ee2,1,9
b44611ea7852dd30215cc1cb09e1ab79,1,9
d89718e39ff99638c2882b47988120cd,1,9
3e7dc7350195104b76b7d03ab5b0af8f,1,9
385a678ba820d79c6fb5f497adaf32ec,1,9
fab0db1ab0dd5baa3215aab51ab69355,1,9
99d134de6323a845a2828596a48bbb1d,1,9
685d37e93ba26197925353e58026ae10,1,9
37d40a1092b58ad28285b9453872d211,1,9
28f29fe949422ec88892e18073de065c,1,9
9f3ef12b5b68f92eb9265721ea73bb03,1,9
eec821f866557886a5b0352332943fa2,1,9
6e9cae5108bd423666c73aaace197769,1,9
2c9dc96b7a8b0410e64dd33f7e00a0c1,1,9
275d36e3f246990dccd094e5e1442ba9,1,9
a09a2d7397732447bdcc9651973767b7,1,9
2b7e863462991fd008f9898eca63ebf4,1,9
004b0f451f7d96f6a572e9e76360f51a,1,9
f35ed23733431177436a1e7797c07dfe,1,9
a9d081cbb33e6051be2512f2a2269d65,1,9
4e64ffc14db014d5591f40865376c32a,1,9
b2145c28dbed385329ea73a06d9c519a,1,9
4f38f4b005cc54122135c8c21aec4b85,1,9
71bca76153c6ee65b72a517fd658a42d,1,9
396245861b331d45e1345bd43fe352e2,1,9
f88afbcd8b4c29a8c1b3518caa4e949c,1,9
096ac97e4261eabca440fc7bc135d7c0,1,9
00bb0b4ef28ed38c49de4c54b9fabc4d,1,10
075ca0a158690a55b7254d9aaee2e103,1,10
1b86f59ce4c43f19f0ad1238f8c362b4,1,10
d3daba681653ea969bedf0c4a2fdb947,1,10
85240babab8083e1b381e2971d875ab8,1,10
70ce0cff914efdc48f2a8fe86b5c68c6,1,10
d1a62a8688c6c4fabd0dec3770ce40dd,1,10
92c17c00d862668de6e6c45d4eecdc75,1,10
6aacae96461cb65176942b6dc88ea470,1,10
303ba61141150f84b0d8b44839df59fd,1,10
bca01a49805df3399a0438191019e417,1,10
8ade10da9731ce31d103c1687ff40a3d,1,10
4989239fbeb6eb40fc0b664d9ba92636,1,10
97a17306a2882e0fd1aa3981a267df0d,1,10
9de6ddddf7fde06bf2efd955e2bd1a83,1,10
48539e7e4baae6db72cda7e8a9cecfa0,1,10
e966bddd11e46b735f8520f8304e368e,1,10
36c342091848d5d6a1a8eeb3a8b49b86,1,10
d17aa530bbd09452b0f32daf4ab9c8f0,1,10
037d21e060a2e3eab8b080aa84ceee75,1,10
d6402b482a5dc102a5b09360689e2be8,1,10
8bcd3f3e269fa3c9516667b626d61602,1,10
02066c116dbacc40ec5cca2067db26c0,1,10
9c7043290cee8127c3626d8067759267,1,10
008e7716c69009090ff6bd0048dc55f8,1,10
1ea7fe95e6158afe11f7b795b9aac939,1,10
644fd765d26bd4a380922ccd0f594c58,1,10
8fa526d20599ca8c3d613e9066d62e61,1,10
20cae5fe475d571da703f89d5da4bb8f,1,10
deef4e5f8bf88393cea9589dff97d70c,1,10
96ae6bde39369f75aa975b0f5b74c325,1,10
0982db5b0b15642e79e8242881529b39,1,10
a7a9ca7e06b6b1e979950ea96183d07d,1,10
a18b6fbdfee43c007e07dedf15477797,1,10
accf33a84bdf211bebbd2111fb7f6b91,1,10
e51a98d78f61103e0672579e87cfd7e5,1,10
cbd0933002d6c4ea99ceb47bb0c3f4c9,1,10
b6c44ccb3174b7f0a69185b11de86cfa,1,10
bbf800109d039e117ed60593c185692c,1,10
af3d5273605b21b9d4c56dd46cbf366a,1,10
