@RELATION FEATURE_COSTS

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE Pre NUMERIC
@ATTRIBUTE Basic NUMERIC
@ATTRIBUTE KLB NUMERIC
@ATTRIBUTE CG NUMERIC
@ATTRIBUTE sp NUMERIC
@ATTRIBUTE DIAMETER NUMERIC
@ATTRIBUTE cl NUMERIC
@ATTRIBUTE unit NUMERIC
@ATTRIBUTE lobjois NUMERIC
@ATTRIBUTE ls-saps NUMERIC
@ATTRIBUTE ls-gsat NUMERIC
@ATTRIBUTE lp NUMERIC

@DATA
436d00b6d41912e800e9855d08c75139,1,1.96,0.04,2.5,20.01,3.75,10.01,5.01,0.19,2.23,2.48,2.0,180.0
0c5d7e7aa3dd6024816078d2bdcfc4e3,1,0.12,0.0,0.19,4.62,0.21,9.2,5.0,0.01,2.33,3.57,2.0,122.55
efc1b836380d0f84e7512f7b2ccdbb60,1,0.03,0.0,0.01,5.9,0.25,0.4,5.0,0.03,2.66,3.62,2.0,132.68
4513c58c16e72a34f9f8518db7baeb9e,1,0.34,-0.0,0.16,20.02,5.15,10.01,5.04,0.86,2.22,3.03,2.0,180.0
810ce4a78bc01ddc5a043d95f9584f2f,1,0.5,0.02,0.25,20.01,3.39,10.01,5.03,0.01,2.26,2.95,2.01,180.0
78cdffdf5bbb89beb753f9ffab7fa45f,1,10.13,0.34,174.76,20.25,8.61,10.05,4.99,1.8,2.46,2.49,2.05,180.0
7edaa759315f3762eee756c5bb843599,1,4.05,0.12,43.06,20.08,9.08,10.06,5.0,0.31,2.49,2.5,2.03,180.0
cda0871abcaa41bb403207731bd24fe5,1,35.59,0.03,5.63,33.61,72.38,10.01,5.0,3.1,2.19,2.33,2.0,180.0
6c34b7032712e16b08d97a0449d610e2,1,0.15,0.0,0.03,20.01,0.42,1.79,4.99,0.16,2.8,4.36,2.0,180.0
fe800e62b55609cb152965c223e72280,1,0.02,-0.0,0.01,9.17,0.08,0.63,5.0,0.05,2.75,3.85,2.0,180.0
488b147304549670f31653c932684e2c,1,0.33,-0.0,0.04,20.48,0.94,5.96,5.0,0.23,2.54,3.47,2.0,180.0
294924aff67e879595e55f15b10a79ef,1,0.4,-0.0,0.04,20.02,4.54,3.29,5.0,1.35,2.33,2.48,2.0,39.81
81e73c41a76d7b432cf86c43ffe23986,1,0.04,-0.0,0.01,11.93,0.34,0.66,5.02,0.03,2.58,3.46,2.0,11.77
4501f9a0e9fab5d5cff7133022b1f780,1,0.03,0.0,0.01,20.02,0.51,0.57,5.0,0.0,2.26,2.71,2.0,180.0
c0df94532b1ca8a705d3af05378f377d,1,0.01,-0.0,0.01,20.01,0.79,0.19,4.99,0.37,2.33,2.54,2.0,180.0
7efdf72de31fa82aeceb7acbc29a59bf,1,5.15,0.08,0.66,21.66,6.43,10.01,5.0,9.6,2.42,2.49,2.17,180.0
65514d6ff224df20ba8c1aeec1698ab6,1,0.06,0.0,0.01,18.76,0.45,1.08,5.03,0.05,2.52,3.24,2.0,38.87
0151bedac526ee195bc52e4134cd80e7,1,0.76,0.01,2.06,13.07,1.26,10.01,5.02,0.23,2.18,2.63,2.0,180.0
6965d5369d3ab26daaf074303c3d1739,1,0.0,0.0,0.0,0.02,0.02,0.1,5.0,0.0,3.2,4.27,2.0,180.0
b8d10f8c82a85c03c000fbd005e5a838,1,0.5,0.01,0.1,20.01,5.84,10.01,5.01,0.73,2.28,2.54,2.0,37.39
0e89b0f96c99f1a6aaaf66c3ae805919,1,0.01,-0.0,0.01,20.01,0.78,0.19,4.98,0.4,2.4,2.58,2.0,180.0
3d449de3d6e722c9ce4a38ec748ee3cf,1,10.52,0.14,176.57,20.03,8.68,10.04,5.0,1.78,2.46,2.48,2.08,180.0
9954ccd77da65ad003b73bf38de3bd78,1,3.98,0.46,180.0,23.97,7.63,10.01,5.0,2.24,2.69,2.68,2.0,180.0
2d01c7744a990469354a3c53cc2727fb,1,4.5,0.06,1.16,21.14,10.28,10.01,5.0,0.77,2.39,2.85,2.07,180.0
cd72a64e1b857fd30b9ec831cf462bf1,1,0.1,-0.0,0.02,20.01,0.52,3.8,5.0,-0.0,2.43,3.21,2.0,168.2
e28cf003c086c99f3a3d9a90aebf8ed1,1,1.35,0.01,2.1,11.44,1.98,10.01,5.02,0.02,2.19,2.54,2.0,119.31
ba8621490e4e7212fffdb55fb6bd282d,1,0.02,-0.0,-0.0,20.01,0.18,0.48,4.99,0.02,2.42,3.11,2.0,180.0
5e25f9f0d4ef05401fd9ab45a2538c1c,1,0.59,0.02,0.48,20.02,0.62,10.01,4.99,0.21,2.26,3.46,2.0,40.02
54d4838f065e6ca3579b357bc70ea566,1,0.6,0.02,1.91,20.11,1.81,10.01,5.0,1.36,2.19,2.72,2.0,180.0
089456508f74be2d96f4112cc495f80a,1,0.69,0.02,0.08,20.01,4.65,10.02,4.98,0.19,2.24,2.48,2.0,76.0
0398e6b20de133ba8b49c74b67dad7b7,1,0.37,0.0,0.28,20.01,1.08,10.01,5.0,0.1,2.36,2.9,2.0,74.24
9f7ec7ef3a908c2e93b5553670a207b1,1,0.0,0.0,0.0,0.5,0.05,0.01,5.02,0.0,1.87,2.78,2.0,0.03
6b0dfcfa8cf0c0564f17ec0a5434b5b9,1,0.53,0.05,2.3,4.17,2.07,10.01,4.99,0.07,2.15,2.58,2.0,99.46
0616ca6b1e0ae639d12e19ed310963a9,1,0.97,0.05,8.73,17.27,3.8,10.02,0.89,5.21,2.2,2.33,2.0,180.0
20840b5020649385e3f8f4965de7a123,1,0.04,0.01,0.1,5.25,0.14,6.31,4.99,0.13,2.25,3.31,2.0,18.24
4af0fbe3087b6e3ad54177e16b85ed06,1,0.61,0.0,0.07,20.01,5.58,6.62,5.0,1.91,2.28,2.45,2.0,29.46
cb8f9ffb66d9b5ef663e6759be0b5e4e,1,37.12,0.09,24.04,20.06,6.39,10.03,4.99,0.08,2.43,2.53,2.03,180.0
49f5d904bb2e762219287d33f5621971,1,0.42,0.01,2.98,3.3,1.03,10.01,4.99,0.25,2.15,2.33,2.0,100.58
6d815089fb4095208754622b4c44a8f7,1,0.04,-0.0,0.03,0.71,0.07,1.27,5.0,0.02,2.61,3.87,2.0,90.59
41423c03ef173a5b81d6e6776f316fa5,1,0.04,-0.0,0.01,14.26,0.39,0.77,4.99,0.06,2.47,3.24,2.0,99.01
e85b6cb3e2751d5c80559433ba1adf06,1,14.62,0.17,1.85,25.63,13.05,10.04,4.99,31.48,2.69,2.79,2.47,180.0
5c6495ff589cbbcb550e1655dadbd143,1,0.1,-0.0,0.02,20.1,1.77,1.3,5.01,0.24,2.42,2.52,2.0,4.44
fca7a5a04aaed5f0eacccc4139dc894a,1,0.97,0.11,9.03,17.58,3.44,10.01,5.0,0.03,2.19,2.34,2.01,180.0
285cb2c9735ac73cad999fba3d669382,1,0.57,0.01,0.46,20.01,0.63,10.01,5.0,0.21,2.24,3.37,2.0,180.0
95c00d0ae51d5d0a2a931ce82b77701f,1,40.64,0.08,6.73,20.14,86.23,10.01,4.99,3.53,2.21,2.24,2.01,180.0
c1cb62f85f0c6a29c5d3c47d25fbc24a,1,0.04,-0.0,0.03,0.69,0.08,1.32,4.99,0.07,2.58,3.89,2.0,180.0
354c2088ae7648e1dc51d12947c8043a,1,7.95,0.03,9.22,20.04,6.58,10.01,5.0,1.62,2.12,2.25,2.0,180.0
5e933a625099cc1ec6a8299a7848a2ae,1,19.24,3.68,23.59,22.9,26.95,10.86,5.03,0.04,7.26,7.11,2.02,180.0
114f1b2ffd86e8a176bcbab664415520,1,8.23,0.03,12.69,20.03,6.54,10.01,4.99,1.16,2.14,2.24,2.0,180.0
cdcdc78497a72d622493b1bac4f0f28b,1,26.53,0.04,22.81,20.02,8.16,10.02,4.99,0.04,2.21,2.31,2.0,180.0
5f24ae73bb2a0ec3bef68d8a9680f04f,1,25.46,0.05,3.33,20.09,38.58,10.01,5.0,1.38,2.16,2.32,2.0,180.0
0810eb03d022334fdd1d5a6ad4969d47,1,0.36,0.0,0.23,1.32,0.7,10.01,5.01,0.02,2.38,3.3,2.0,33.32
b88d206fb35ef87bd7ec5d4a1430ae0c,1,3.57,0.07,0.54,152.89,5.74,10.01,5.0,8.88,2.32,2.56,2.02,180.0
02223564bd2f5c20768e63cf28c785e3,1,0.0,0.0,0.0,0.02,0.02,0.09,5.0,0.0,3.06,4.34,2.0,180.0
b3828c92f2c77f8d7581570685679d76,1,0.55,0.01,1.19,20.01,1.98,10.01,5.03,0.47,2.2,2.72,2.0,180.0
5601a7e094f61f3c5af461300c25243f,1,0.61,0.03,0.48,20.02,0.64,10.01,4.99,0.22,2.23,3.39,2.0,81.16
0842eb01dc00232edc0b26ccb2f19f25,1,0.21,0.03,0.2,20.01,1.67,10.01,5.0,0.68,2.23,2.9,2.0,130.16
7b933d3e6b425772ed19eb0fec52bbf9,1,0.19,-0.0,0.23,9.64,2.89,10.01,5.0,0.06,2.31,3.42,2.0,53.97
cd7c8f8aa9901293a9bc31839eafcc40,1,75.36,0.12,144.13,20.04,25.15,10.07,5.01,0.09,2.56,2.58,2.0,180.0
7a67847b81b414d659f005200cf56f6b,1,0.01,-0.0,0.01,1.55,0.1,0.35,4.99,-0.0,2.62,3.55,2.0,180.0
c221c5dc006de79e561124dab52aae82,1,0.0,0.0,0.0,2.56,0.04,0.04,4.99,0.0,2.94,3.98,2.0,0.65
88bfa72210baef40a2903d95044dc19d,1,180.0,0.18,180.0,20.33,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0
920bbe559da4ea37fd636605316a791c,1,0.01,-0.0,0.01,20.02,0.72,0.19,4.99,0.38,2.38,2.55,2.0,180.0
03ba29d5cb38d345357a74a7b5ccd759,1,0.31,0.01,0.05,23.58,4.69,10.01,5.0,0.65,2.29,3.07,2.0,62.47
6e1b970d637fca70d08b251766edade3,1,0.83,0.09,4.14,20.08,2.06,10.01,5.03,0.25,2.19,2.34,2.03,180.0
f9dd957b2f5940a3e3adaa2eeaaba011,1,0.0,0.0,0.0,7.18,0.06,0.12,4.98,0.02,2.78,3.88,2.0,5.76
0b495cc867003b7ac112b7c47256228b,1,1.69,0.07,34.42,20.02,6.04,10.02,5.0,4.44,2.29,2.3,2.0,180.0
c9886f58320a360adbc8db9470563bea,1,0.15,0.01,0.39,17.67,5.19,10.01,5.02,0.02,2.27,2.91,2.0,180.0
e4f345877ba5fa2b8fb26be06a123748,1,6.33,0.08,1.65,22.48,15.11,10.02,5.01,1.1,2.48,2.86,2.0,180.0
e0b938c32e36e2939d712dd4024f9ec6,1,0.19,-0.0,0.2,16.48,1.06,10.01,5.02,0.12,2.32,3.49,2.0,180.0
51dd2c14736f2d9164f749d6a633ccb5,1,0.12,0.0,0.11,11.19,1.73,10.02,5.0,0.23,2.34,3.57,2.0,15.15
c846dfb21b50596aef8fbe5591d75eb0,1,14.66,0.89,180.0,20.24,61.2,10.21,5.02,63.87,4.6,4.69,2.51,180.0
a4451734e7f5f2ce7b481688a693c4e9,1,0.0,0.0,0.0,0.07,0.01,0.0,4.99,0.01,1.13,1.76,1.9,0.0
0d209cb420326994f9c4898eb10228ab,1,0.51,0.03,0.26,20.01,3.68,10.01,5.0,0.02,2.27,3.06,2.01,180.0
43687a48fb119ca61b47c2fc69a71e7d,1,0.13,-0.0,0.04,20.02,0.41,4.96,5.0,1.43,2.08,2.11,2.0,180.0
f2a73aa514c859c91db462e1e2a1315b,1,44.9,0.03,7.19,20.08,92.09,10.01,5.01,4.94,2.21,2.25,2.01,180.0
4db2404ba78dda6f3bc89a2b03057fd2,1,11.67,0.15,114.25,20.04,7.37,10.06,5.0,1.31,2.47,2.51,2.08,180.0
02627689047d06fbb642eef14768d751,1,2.11,0.1,71.63,20.05,6.69,10.03,5.04,0.09,2.49,2.51,2.09,180.0
2a43c3327fb817d82496449265d6630d,1,0.0,0.0,0.0,6.59,0.05,0.1,4.99,0.02,2.77,3.94,2.0,4.84
bc16508e3f279bec0a072b939bbe6440,1,11.82,0.01,2.13,20.03,24.72,10.01,5.0,0.98,2.11,2.26,2.0,180.0
064fe286277f695f42b556ef991036ff,1,21.15,0.04,1.96,30.2,6.3,10.02,5.01,1.47,2.36,2.72,2.0,180.0
80023e9fd0e627f71c2d953432613b5f,1,3.4,0.1,54.89,20.04,6.86,10.03,5.01,2.62,2.36,2.4,2.0,180.0
e6f793931983295561620a027d9b3e95,1,0.0,0.0,0.0,7.26,0.06,0.11,4.98,0.02,2.75,3.91,2.0,5.59
e47567e16e4aeb4d8f3806dfbfdfd646,1,10.37,0.13,177.28,20.03,8.66,10.05,4.99,1.86,2.47,2.48,2.07,180.0
567964f034c8ffa65952897ce4927c6c,1,0.01,-0.0,-0.0,0.07,0.03,0.12,4.99,0.01,2.92,4.3,2.0,110.65
d3c07914f3ebb42906b986aa431243af,1,0.6,0.0,0.47,20.01,0.61,10.01,5.0,0.21,2.25,3.43,2.0,180.0
c23aed727ae2d9cbb888d771991995aa,1,0.0,0.0,0.0,0.01,0.0,0.01,4.97,0.0,2.05,3.71,2.0,0.07
47a1a6f5687ed19c5c0f77c2c81f3f81,1,0.0,0.0,0.0,0.01,0.0,0.0,4.98,0.0,1.36,2.58,2.0,0.04
f8ad493b11bf0692c1f3919642cebdb1,1,0.01,-0.0,-0.0,1.59,0.15,0.17,4.98,0.01,2.85,4.04,2.0,180.0
6dd57612dab7692b8c38225bb852ce36,1,0.39,0.01,0.38,20.02,0.89,10.01,5.02,0.08,2.27,3.25,2.0,56.22
7adc1ade3384505af00ff8f7be23f5bd,1,24.41,2.88,180.0,22.31,21.0,10.25,5.02,1.29,5.89,5.91,2.03,180.0
cd361d33986dccd7f2d86016d6c35241,1,0.77,0.05,15.51,4.63,2.2,10.02,5.0,-0.0,2.19,2.34,2.0,180.0
ddc7ca4c5dcb102a3ecc63721498f746,1,4.25,0.36,41.74,20.05,8.64,10.04,5.02,0.4,2.52,2.54,2.01,180.0
024af9416f8c1dad1b4f974757e38d51,1,1.54,0.11,4.41,20.33,6.65,10.03,5.0,13.43,2.47,2.48,2.05,180.0
594b07c07aee036a7aca35d44e2316da,1,0.03,0.01,0.01,16.9,0.13,1.35,4.99,0.1,2.75,3.67,2.0,180.0
56e7489da32260e1bdd085a418592ec2,1,0.01,-0.0,-0.0,20.01,0.1,0.03,5.01,0.22,2.47,3.0,2.0,0.34
5573681b2f40d5d8b30267ac59987e40,1,0.11,-0.0,0.19,4.19,0.19,9.19,4.98,0.03,2.31,3.28,2.0,176.42
002a0330958a14deb23dcc84b5489e8a,1,0.81,0.15,1.28,20.02,6.0,10.03,5.0,0.24,2.39,2.66,2.0,180.0
090585dc32a79f2bf6fb61a2c7079682,1,0.0,0.0,0.0,2.51,0.03,0.04,4.99,0.01,2.9,4.05,2.0,2.71
e9b4369f9a98e397ac69eb7740ffef49,1,0.11,0.01,0.19,4.72,0.21,9.45,5.01,0.05,2.27,3.41,2.0,180.0
ac6256657058fe65dc7ddaf773ab83bf,1,6.7,0.25,81.84,20.06,9.96,10.1,5.01,0.58,2.74,2.76,2.04,180.0
9cea216ba8c5051e489af11150504ba6,1,0.55,0.05,2.53,4.5,2.58,10.01,5.01,0.24,2.14,2.7,2.0,180.0
e011c703e4a2ff46069ec2af2997b580,1,0.11,-0.0,0.09,20.01,0.38,10.01,5.02,0.11,2.39,3.34,2.0,180.0
ccb55d1b802617fcb969e12859d66124,1,0.38,0.02,0.85,3.3,0.72,10.01,4.99,0.01,2.16,2.81,2.0,180.0
a2bdae1f9d9695e8cf80cfbbd5f7d61f,1,0.03,0.0,0.01,6.56,0.25,0.43,5.0,0.03,2.69,3.75,2.0,180.0
cac1c09f968ef8654c499156d1292385,1,0.01,0.01,-0.0,20.01,0.77,0.19,4.99,0.38,2.38,2.57,2.0,180.0
3176c9024f756e99dbee852e5c0aa578,1,0.08,0.01,0.18,0.64,0.42,10.01,5.01,0.06,2.3,3.32,2.0,12.51
0a20cb72e5b005b8ed09d8a93184604a,1,0.14,-0.0,0.18,2.61,0.61,10.01,4.98,0.02,2.32,3.65,2.0,180.0
b29cb3449d70126d186e1f6a4fccc419,1,42.43,0.09,46.17,20.1,7.56,10.01,5.0,10.45,2.3,2.33,2.0,180.0
7e9318578a6bdd7dfa9fc261be8a0839,1,0.06,0.0,0.01,20.01,0.34,0.93,5.0,0.06,2.54,3.33,2.0,180.0
889b6d29998ade866e64c46f807a98bc,1,1.03,0.03,4.13,20.01,5.49,10.01,5.0,0.06,2.15,2.41,2.0,180.0
6901858f1edbe3b1d327902dab720326,1,1.0,0.02,0.54,11.24,4.21,10.01,5.0,0.01,2.19,3.07,2.0,180.0
ce4345ce697134021029c2686d5eb04c,1,0.09,0.0,0.13,3.66,0.16,6.33,4.99,0.06,2.34,3.44,2.0,180.0
5ac44f542fd2cd4492067deb7791629a,1,0.04,-0.0,0.03,0.82,0.07,1.37,5.01,0.05,2.54,4.02,2.0,84.57
807133f4461a11e39a390dfcf67a4fc6,1,0.56,0.01,0.46,20.01,0.61,10.01,4.99,0.21,2.26,3.39,2.0,73.08
6e3015f2ce1f17e4f2b81dae06d73eec,1,0.39,0.03,0.98,4.98,0.77,10.01,4.98,0.13,2.19,2.94,2.01,180.0
e97ebde59cb17ef6f7c4430224b21ed1,1,0.62,0.01,0.06,20.02,5.37,6.29,5.01,1.94,2.31,2.46,2.0,91.61
f64806fd4fe79f1efaefa7ce68d93ee1,1,3.45,0.02,0.26,24.07,5.01,10.01,5.01,0.35,2.42,3.09,2.0,180.0
d1a4dc04e54d4fa58dfbbf61bd2415b4,1,4.67,0.16,47.86,20.07,9.4,10.08,5.01,0.51,2.55,2.56,2.23,180.0
7acf6cf25ddaf2ab98106e0bb3b9ddb1,1,42.1,0.07,6.66,36.31,85.68,10.04,5.0,3.0,2.19,2.21,2.02,180.0
d6947217ad779e1175c716cca42525c6,1,0.42,0.02,0.34,10.66,0.5,10.01,5.0,0.17,2.25,3.51,2.0,40.38
7a236bb9e1566b80fa7b593a7e973efa,1,0.01,0.01,-0.0,20.01,0.77,0.19,4.98,0.39,2.33,2.48,2.0,180.0
b51583e32432c5778c7e3e996c3bfeba,1,1.26,0.04,12.74,20.02,5.67,10.01,5.02,3.66,2.19,2.23,2.0,180.0
8efdd60faa21ddcace492bff0479408b,1,0.56,0.03,2.58,4.7,3.08,10.01,4.99,0.31,2.16,2.67,2.0,180.0
7101289c67f4c4ba117ad06ebb7d18a0,1,0.25,0.01,0.15,20.01,0.48,10.01,5.0,0.12,2.44,3.15,2.0,73.68
d065d395159d19735706e0b5cb823f17,1,0.86,0.0,0.07,20.06,0.79,5.65,5.01,0.14,2.1,2.44,2.0,180.0
5e04f38ff11cee5d75fb98e12f6a14fc,1,0.02,-0.0,0.01,11.39,0.08,0.42,4.99,0.04,2.74,3.59,2.0,180.0
48e9f29a92930f1b367efc5754cb679b,1,24.67,0.02,3.26,20.02,38.54,10.01,5.04,1.4,2.16,2.28,2.0,180.0
8aee61ed27bf700a548ca9c097203749,1,12.67,0.83,180.0,20.22,49.8,10.22,5.01,42.62,4.46,4.53,2.08,180.0
7d9025b2f7e76f783a4ae5e8c9bf8e5c,1,3.09,0.13,129.1,30.8,7.72,10.04,4.99,1.62,2.55,2.56,2.0,180.0
9cdf94203777c9f036f412bef1cc7c85,1,0.0,0.0,0.0,0.0,0.0,0.0,4.99,0.0,0.85,1.54,2.0,0.02
